Идентификатор События;Тип События;Идентификатор Пользователя;Дата/Время;Источник ;Тип Устройства;Успешный ли звонок;Кол-во Просмотренных Страниц;Сумма заказа
d7a23cf1-d3a5-4b52-bea5-603126740e40;1;f6d41237-dc31-4951-bb2d-c4e31317273f;2024-03-22 21:50:00;Инстаграмм;Планшет;;22;
17cf171e-3c05-4978-8927-fe3a877230ab;2;f6d41237-dc31-4951-bb2d-c4e31317273f;2024-03-22 21:50:00;Опера;;True;;
f5b50fd1-05bd-4420-9285-36f0444dda97;3;f6d41237-dc31-4951-bb2d-c4e31317273f;2024-03-22 21:50:00;;;;;8443339
21201a87-9e42-48e8-9b4b-d470683dacd1;1;81230404-34ca-447e-9221-f2c2ce274560;2024-03-22 21:50:00;Инстаграмм;Десктоп;;38;
aba5492d-bb79-4003-9789-892bda21b24c;2;81230404-34ca-447e-9221-f2c2ce274560;2024-03-22 21:50:00;Инстаграмм;;True;;
97542501-4919-429f-b63a-e1c3539b35d3;3;81230404-34ca-447e-9221-f2c2ce274560;2024-03-22 21:50:00;;;;;7117612
c449e07b-5e8a-4733-9eeb-03108b0b91c9;1;3d5b8f20-aa29-4e21-bf8b-84d307b6ec07;2024-03-22 21:50:00;Инстаграмм;Десктоп;;51;
3f9acdfa-835c-41dc-8ab8-c12a6b08ebbc;2;3d5b8f20-aa29-4e21-bf8b-84d307b6ec07;2024-03-22 21:50:00;Фейсбук;;False;;
2ab7c346-1988-48fb-9731-6c3d8e0d289f;1;e7026149-5f25-47ab-b7b6-9e10e58906c8;2024-03-22 21:50:00;Инстаграмм;Планшет;;13;
e7e0526e-705f-4b45-8076-7353f33cca40;2;e7026149-5f25-47ab-b7b6-9e10e58906c8;2024-03-22 21:50:00;Гугл;;False;;
2c7e3b22-94e5-4257-8a10-045d6a39708c;1;c1132731-0295-40bc-8481-09de4003b684;2024-03-22 21:50:00;Яндекс;Планшет;;36;
e71c8335-34a6-49f7-a66b-4a10ef5620d0;2;c1132731-0295-40bc-8481-09de4003b684;2024-03-22 21:50:00;Яндекс;;False;;
d7f03ba7-dfe5-4974-9d0d-107810ff968e;1;35a46b92-8886-409d-a1b0-2bed2d31d4e7;2024-03-22 21:50:00;Инстаграмм;Телефон;;17;
044db22a-8130-4bec-bbbf-0c9f4b7f71f7;2;35a46b92-8886-409d-a1b0-2bed2d31d4e7;2024-03-22 21:50:00;Опера;;True;;
cfe6a563-2798-423c-8e67-a6db39c394aa;3;35a46b92-8886-409d-a1b0-2bed2d31d4e7;2024-03-22 21:50:00;;;;;8834523
b99e8afe-e937-480a-a0ea-ef1cc8114007;4;35a46b92-8886-409d-a1b0-2bed2d31d4e7;2024-03-22 21:50:00;;;;;8911450
354b17a2-4f54-44b9-9161-1fd9adb56a5a;1;c43a14d3-4108-4b17-87e9-3f4215d7b309;2024-03-22 21:50:00;Яндекс;Планшет;;85;
f16a90f3-9970-47cd-b40b-3f92b55945a8;2;c43a14d3-4108-4b17-87e9-3f4215d7b309;2024-03-22 21:50:00;Яндекс;;False;;
5fbb39da-f7e4-45a7-9c6a-3cd5ac402bf0;1;01b069e6-431a-4fd4-a50d-708eef5482ae;2024-03-22 21:50:00;Гугл;Телефон;;10;
7ca8dfd2-d866-448e-af19-e21543b4026a;1;2644813b-3035-449e-9a85-cdc2ec95dc70;2024-03-22 21:50:00;Яндекс;Десктоп;;93;
4685e7a5-f1cf-45ce-9ae7-d88aa6b88c2f;1;02dd0aa3-5265-421f-8e4b-dd344f9a278f;2024-03-22 21:50:00;Фейсбук;Планшет;;38;
fb11fd48-39de-4a4c-88f4-18a0b8d5bde2;2;02dd0aa3-5265-421f-8e4b-dd344f9a278f;2024-03-22 21:50:00;Яндекс;;True;;
e3d06561-a977-45a9-a273-d8226cf11177;3;02dd0aa3-5265-421f-8e4b-dd344f9a278f;2024-03-22 21:50:00;;;;;1696475
ae1007cb-3739-4ecc-8112-ead24ca8951d;1;59c12c21-0848-4380-a4e1-1645b16e7ecf;2024-03-22 21:50:00;Опера;Десктоп;;23;
7ccef14e-11d9-49af-a210-f4a6027225c3;2;59c12c21-0848-4380-a4e1-1645b16e7ecf;2024-03-22 21:50:00;Инстаграмм;;True;;
55d223a4-0f14-47d3-b521-e4e156744255;3;59c12c21-0848-4380-a4e1-1645b16e7ecf;2024-03-22 21:50:00;;;;;5816046
be6efd24-a6b7-46cb-b5fa-4b5051df814b;4;59c12c21-0848-4380-a4e1-1645b16e7ecf;2024-03-22 21:50:00;;;;;3496459
3bd1c2dd-8e5d-43f1-b572-48a82333302a;1;8ad979c6-89b8-4c10-bf72-0713e73106f5;2024-03-22 21:50:00;Инстаграмм;Десктоп;;48;
803ca1ba-f03f-4080-b6f0-c1a248271c33;2;8ad979c6-89b8-4c10-bf72-0713e73106f5;2024-03-22 21:50:00;Опера;;True;;
01213635-54e1-4c93-bfa6-2ee28b5dd4eb;3;8ad979c6-89b8-4c10-bf72-0713e73106f5;2024-03-22 21:50:00;;;;;7767698
80233873-a25a-4a42-bc8d-ec56c84114ee;4;8ad979c6-89b8-4c10-bf72-0713e73106f5;2024-03-22 21:50:00;;;;;8511327
fa593bd5-0e7d-4d1e-ab57-9bad3abe29d2;1;3742e336-0719-45c8-90c1-f72dfefe829d;2024-03-22 21:50:00;Фейсбук;Телефон;;39;
07205d02-b198-43f1-aa62-6c3387a34f8a;1;48a11bf1-1204-4770-bcd4-87f768ad64c1;2024-03-22 21:50:00;Фейсбук;Десктоп;;93;
656fc870-7589-4525-b5cd-fae2a5cdb402;2;48a11bf1-1204-4770-bcd4-87f768ad64c1;2024-03-22 21:50:00;Инстаграмм;;False;;
c86b9606-4d78-4c8b-ba0d-9369c6563f44;1;78bec805-9a7b-430a-b8c2-60095b9d9ab5;2024-03-22 21:50:00;Инстаграмм;Планшет;;43;
11c41e7d-dd1e-4369-beaf-1898ace4099e;1;2eef59f6-4578-4ca8-9366-ce78bdf23f13;2024-03-22 21:50:00;Опера;Телефон;;6;
5a4dbd49-8dd0-4adb-8382-a04d34472af6;2;2eef59f6-4578-4ca8-9366-ce78bdf23f13;2024-03-22 21:50:00;Гугл;;True;;
66a6270c-7d88-4faf-9557-f564849bf377;3;2eef59f6-4578-4ca8-9366-ce78bdf23f13;2024-03-22 21:50:00;;;;;5191352
5320170c-d9d8-44ee-9c08-d1c482d10098;4;2eef59f6-4578-4ca8-9366-ce78bdf23f13;2024-03-22 21:50:00;;;;;8926944
f191ec86-521c-45e6-8301-bb5f8895ec89;1;837965b6-4600-401f-8c33-bbbe327a9d31;2024-03-22 21:50:00;Опера;Телефон;;51;
6410aa13-b9bb-4100-96cc-a5c560559dfa;1;5bc45219-3123-4480-b68d-079323929eee;2024-03-22 21:50:00;Яндекс;Телефон;;63;
02f425f8-1c20-4e43-8592-09075bc92fae;2;5bc45219-3123-4480-b68d-079323929eee;2024-03-22 21:50:00;Опера;;True;;
0c5bd889-fcc1-4f2c-82c6-63f857042c04;3;5bc45219-3123-4480-b68d-079323929eee;2024-03-22 21:50:00;;;;;6996787
6b412924-5970-4527-816f-f8d0ab31aa9d;1;8c423d91-f480-4ffb-b03c-5790b70a3961;2024-03-22 21:50:00;Яндекс;Телефон;;64;
5c66f379-ff70-4c19-81a3-bde4fd1599c1;2;8c423d91-f480-4ffb-b03c-5790b70a3961;2024-03-22 21:50:00;Инстаграмм;;True;;
efa23fd2-40be-423d-90eb-65bc49df724d;3;8c423d91-f480-4ffb-b03c-5790b70a3961;2024-03-22 21:50:00;;;;;9707828
1326bcf8-262d-4cd9-aeb0-9ce6b260a705;4;8c423d91-f480-4ffb-b03c-5790b70a3961;2024-03-22 21:50:00;;;;;2780023
d9aeb04e-f159-43b2-8f4d-e85c25bde609;1;b3fb5713-e8e4-4902-9a7a-41510c64484a;2024-03-22 21:50:00;Опера;Телефон;;86;
320f42a4-8d42-4c43-a6f3-81a32b93c2a1;2;b3fb5713-e8e4-4902-9a7a-41510c64484a;2024-03-22 21:50:00;Фейсбук;;True;;
7eb5c74f-e464-401f-a9e2-23da36e5b521;3;b3fb5713-e8e4-4902-9a7a-41510c64484a;2024-03-22 21:50:00;;;;;4952365
295caf82-c842-42f2-8faa-d5179d144b60;4;b3fb5713-e8e4-4902-9a7a-41510c64484a;2024-03-22 21:50:00;;;;;9281979
b2711a85-26a5-4ac8-81ca-510eb17ae9f4;1;37d4c077-60f4-4a37-bbfb-7af98ca046bc;2024-03-22 21:50:00;Гугл;Десктоп;;2;
6f583304-f6cd-417b-88c7-4fed32b604f7;2;37d4c077-60f4-4a37-bbfb-7af98ca046bc;2024-03-22 21:50:00;Инстаграмм;;False;;
126e6a3b-2fca-4e51-8433-dc65b19a6059;1;e5cb4b0c-63d7-4f49-b5fb-c5e7ab5931d5;2024-03-22 21:50:00;Фейсбук;Планшет;;10;
741fe6b5-2b13-454f-bd64-eb75f20ef866;1;c4389c30-e5f6-414b-84ab-396230a105db;2024-03-22 21:50:00;Фейсбук;Телефон;;90;
180ce224-fc16-4515-8964-f137f88a4940;1;8dc02f5d-32b1-4289-8646-d8c7039d81dc;2024-03-22 21:50:00;Опера;Планшет;;58;
78a2f967-4d9d-4362-b19b-bc9164227ea5;2;8dc02f5d-32b1-4289-8646-d8c7039d81dc;2024-03-22 21:50:00;Опера;;False;;
3907b4be-1031-467c-906c-5d7ed44bd37b;1;f2c1c52b-b613-4db8-aae0-4df1f8b22d2a;2024-03-22 21:50:00;Инстаграмм;Десктоп;;18;
3511ade2-9089-45ce-95c8-e389280a64f7;2;f2c1c52b-b613-4db8-aae0-4df1f8b22d2a;2024-03-22 21:50:00;Фейсбук;;True;;
6a80810f-373e-42c9-a3c8-3a52e3569d9f;3;f2c1c52b-b613-4db8-aae0-4df1f8b22d2a;2024-03-22 21:50:00;;;;;3148495
ded05c6d-f705-46d3-8355-74ec78779ba3;4;f2c1c52b-b613-4db8-aae0-4df1f8b22d2a;2024-03-22 21:50:00;;;;;6607198
90233566-e079-4bfd-b9fd-1313468fc906;1;fa1ddc68-0c53-46bf-abfc-63e222396b8d;2024-03-22 21:50:00;Гугл;Телефон;;85;
d07d0153-f134-4310-9d53-ca9e7e9ad46e;2;fa1ddc68-0c53-46bf-abfc-63e222396b8d;2024-03-22 21:50:00;Инстаграмм;;True;;
a17fec0e-02fc-4bba-9779-8575f986ea92;3;fa1ddc68-0c53-46bf-abfc-63e222396b8d;2024-03-22 21:50:00;;;;;9758974
214a151a-e329-4a30-9a24-110b91755455;4;fa1ddc68-0c53-46bf-abfc-63e222396b8d;2024-03-22 21:50:00;;;;;8772065
c73efd74-234f-46b2-8742-63f47da0644e;1;c311c043-df73-434e-81a5-1d4e2ab7ce62;2024-03-22 21:50:00;Яндекс;Телефон;;92;
dbad1f51-1bdb-41cd-9d64-16ce84e44a55;2;c311c043-df73-434e-81a5-1d4e2ab7ce62;2024-03-22 21:50:00;Фейсбук;;False;;
621575c7-a97e-439b-bdd2-5e7e0b850645;1;e7ae6556-d781-4173-9000-df23048c98f5;2024-03-22 21:50:00;Фейсбук;Планшет;;48;
2481cca5-ba9f-4ba6-81d5-c08cc1b38aa2;1;9baa8be9-926d-4a5d-ab90-38d472f08f81;2024-03-22 21:50:00;Гугл;Десктоп;;39;
ef033e52-a884-48b8-aaea-d7beccb95bb4;1;220ac923-bc8e-4da8-9f59-d39505df2810;2024-03-22 21:50:00;Гугл;Телефон;;50;
26f7b740-4dbd-47a8-85d7-3c4dfb967e9a;1;9b5547cb-9246-4497-9fc5-0c99576c18f4;2024-03-22 21:50:00;Фейсбук;Телефон;;60;
1364f207-7a06-4285-9381-700f02dc0a25;1;75f1d635-e7b2-43e8-97f4-8a5d1b93ce49;2024-03-22 21:50:00;Фейсбук;Телефон;;27;
1c0dd5ec-8281-428a-823a-4d703a9b7512;1;b49503a5-7608-4222-a7fa-f22bc4cce9a9;2024-03-22 21:50:00;Фейсбук;Телефон;;36;
6de268fd-cd22-4667-a047-886b7dbec022;1;2236a008-94e4-42f8-9c3c-4416964f3abb;2024-03-22 21:50:00;Гугл;Десктоп;;4;
6d683e81-d4da-435c-b873-fa6ee8da6bed;2;2236a008-94e4-42f8-9c3c-4416964f3abb;2024-03-22 21:50:00;Опера;;True;;
f5f4e045-a2a8-413b-967a-1c36e58876e6;3;2236a008-94e4-42f8-9c3c-4416964f3abb;2024-03-22 21:50:00;;;;;9882092
360e2f32-b4e5-45e9-9a53-f3aaadffa4b5;1;33ce0af5-bda3-4803-af01-2fd1372e84f5;2024-03-22 21:50:00;Инстаграмм;Планшет;;38;
d4c11c28-848b-47a0-b023-9ed342697b30;2;33ce0af5-bda3-4803-af01-2fd1372e84f5;2024-03-22 21:50:00;Яндекс;;False;;
eaad818c-0f30-41da-ba55-03504b467db0;1;4995eced-a612-471c-b56c-7d29c5568230;2024-03-22 21:50:00;Опера;Планшет;;21;
fc4e4eaa-0827-4fb6-8a34-92b37427fb19;2;4995eced-a612-471c-b56c-7d29c5568230;2024-03-22 21:50:00;Опера;;True;;
41164548-5781-44d4-8441-764875c52364;3;4995eced-a612-471c-b56c-7d29c5568230;2024-03-22 21:50:00;;;;;8895516
9b61aeb7-ef1f-4da5-8076-4eb1af25b6b5;1;4530dbcc-7dfb-4244-bf59-ee12dd649d6e;2024-03-22 21:50:00;Фейсбук;Планшет;;43;
2a8d8f37-15ac-4216-9387-e27dd328ed6f;2;4530dbcc-7dfb-4244-bf59-ee12dd649d6e;2024-03-22 21:50:00;Инстаграмм;;True;;
10f9cc8d-66fb-40ce-a999-31bc5708cb3d;3;4530dbcc-7dfb-4244-bf59-ee12dd649d6e;2024-03-22 21:50:00;;;;;1240868
1568dc10-6fec-4f8f-ae88-108753a0dc98;1;43c9c548-d7d5-4537-ad88-0a91d926dac3;2024-03-22 21:50:00;Яндекс;Телефон;;72;
93ddd7a5-f76b-4a75-ada6-2f41fbb8bcd0;1;7156369b-d7d0-4c6d-9954-e4fb7208764b;2024-03-22 21:50:00;Гугл;Десктоп;;85;
be238fad-14be-4f1f-9929-cbc7a7eb24dc;2;7156369b-d7d0-4c6d-9954-e4fb7208764b;2024-03-22 21:50:00;Яндекс;;True;;
311c0a31-1219-476a-a770-df8e20e055d5;3;7156369b-d7d0-4c6d-9954-e4fb7208764b;2024-03-22 21:50:00;;;;;7029758
0034abac-2b2b-462e-a0fd-a600148bf1fd;1;262740c1-8ac6-4187-a149-e3c7bf172be5;2024-03-22 21:50:00;Инстаграмм;Планшет;;97;
56baf218-fb4c-4f0c-b041-9b5c43bf4370;2;262740c1-8ac6-4187-a149-e3c7bf172be5;2024-03-22 21:50:00;Яндекс;;True;;
ec8250c2-f975-42e2-95f0-0b379bf51b30;3;262740c1-8ac6-4187-a149-e3c7bf172be5;2024-03-22 21:50:00;;;;;5453045
39783a9d-ac0b-48c3-8884-8eab5e328823;4;262740c1-8ac6-4187-a149-e3c7bf172be5;2024-03-22 21:50:00;;;;;7150614
fadc042e-aa44-4225-ad1b-de8339b5c66c;1;4f1fcc22-8ed1-43dc-bf5a-cc5d43045ff9;2024-03-22 21:50:00;Опера;Планшет;;72;
8b2d13cc-f99e-4662-b04c-1eaa553548f9;2;4f1fcc22-8ed1-43dc-bf5a-cc5d43045ff9;2024-03-22 21:50:00;Фейсбук;;False;;
074590fd-e4ca-4d16-8d42-cbbb1d0f6711;1;b7a30082-1a1d-4395-95cf-b40fa0e5c466;2024-03-22 21:50:00;Фейсбук;Планшет;;46;
54f3fc33-309c-41de-b524-f7cead48c4fb;1;90d1a42a-c25d-4c4f-a087-e5dc660f817e;2024-03-22 21:50:00;Фейсбук;Десктоп;;57;
23d544ca-d76f-4b8d-8300-1137b04aa37b;2;90d1a42a-c25d-4c4f-a087-e5dc660f817e;2024-03-22 21:50:00;Яндекс;;True;;
447a51a1-9117-4f95-9a7e-fcc06d63d8d3;3;90d1a42a-c25d-4c4f-a087-e5dc660f817e;2024-03-22 21:50:00;;;;;9374448
68d06321-8a1d-4b80-a1d0-57c72ae6a4db;1;b61ed646-dc4d-4b4e-8746-297094585833;2024-03-22 21:50:00;Яндекс;Телефон;;46;
10ba6f59-9716-4013-bb6e-a1cc5789fbbe;1;62334a91-c8a6-444f-86a9-59f7bcbdb2f8;2024-03-22 21:50:00;Инстаграмм;Телефон;;96;
ed77d235-1e49-405a-90b5-5322bd11a0c2;2;62334a91-c8a6-444f-86a9-59f7bcbdb2f8;2024-03-22 21:50:00;Опера;;True;;
b9196e32-aad7-4c34-a984-9e240093be44;3;62334a91-c8a6-444f-86a9-59f7bcbdb2f8;2024-03-22 21:50:00;;;;;7332404
4f6eaa80-4109-4a35-8e0c-7f474c04c19c;1;e26549e5-c00b-47c6-bd84-b2f81c5b8430;2024-03-22 21:50:00;Опера;Планшет;;40;
e48816df-0823-4478-9b03-e72a3906d1a3;1;995009cb-53e9-4a64-a550-92de599c8c73;2024-03-22 21:50:00;Гугл;Планшет;;38;
7544da79-8df3-4d12-8d81-2e53b54c67d4;2;995009cb-53e9-4a64-a550-92de599c8c73;2024-03-22 21:50:00;Опера;;False;;
687cc4ac-342b-4753-8e0f-880f8774344e;1;c44643b8-c93e-478b-b971-99149d48ab2a;2024-03-22 21:50:00;Инстаграмм;Десктоп;;60;
b34b43f5-aad5-4e14-8fe1-4ec0bcb70cea;2;c44643b8-c93e-478b-b971-99149d48ab2a;2024-03-22 21:50:00;Инстаграмм;;False;;
35929188-3435-4c7f-a44a-ab8de17388cc;1;0c578534-a25b-4f59-a8a5-78de8a342a16;2024-03-22 21:50:00;Инстаграмм;Телефон;;61;
91d19a5b-1cfd-449d-9b67-a7dc16008de1;2;0c578534-a25b-4f59-a8a5-78de8a342a16;2024-03-22 21:50:00;Инстаграмм;;False;;
13f2ace0-9072-4526-8643-66277ac42911;1;9a040c87-bab3-4e28-805c-d8a00b671526;2024-03-22 21:50:00;Яндекс;Планшет;;9;
3c525543-78ed-4fb1-a85d-da9e62ad12e8;2;9a040c87-bab3-4e28-805c-d8a00b671526;2024-03-22 21:50:00;Инстаграмм;;True;;
f8ceefd9-b02e-4fd4-90c2-a255f41e2884;3;9a040c87-bab3-4e28-805c-d8a00b671526;2024-03-22 21:50:00;;;;;1025911
9df5e0c3-c0ae-4c24-8707-aa17532a1bfd;4;9a040c87-bab3-4e28-805c-d8a00b671526;2024-03-22 21:50:00;;;;;1363205
545e9358-5cf6-42e5-9700-b1b1c39a0487;1;c812e584-3fa4-4f36-9d92-5813e82722f5;2024-03-22 21:50:00;Гугл;Десктоп;;82;
fb1ffa7b-7ad1-4989-a009-30cdacc937af;1;e7ada0da-1600-404a-8feb-cec4507aa657;2024-03-22 21:50:00;Гугл;Телефон;;28;
84e07fcc-79e8-4503-b2c2-116126b5d0df;2;e7ada0da-1600-404a-8feb-cec4507aa657;2024-03-22 21:50:00;Инстаграмм;;True;;
2e68452d-b38a-4691-a08a-fe02b18cdf3d;3;e7ada0da-1600-404a-8feb-cec4507aa657;2024-03-22 21:50:00;;;;;9640522
dd5b9314-6bd0-4613-b3d0-2ef1587edd3c;4;e7ada0da-1600-404a-8feb-cec4507aa657;2024-03-22 21:50:00;;;;;4972836
45b8bbcd-6980-4946-89cf-81bf578c752e;1;292e8c91-c9c5-424a-9711-8e75adeaed01;2024-03-22 21:50:00;Яндекс;Телефон;;12;
d5f72cc3-c984-44f8-bc53-5f30a4263396;2;292e8c91-c9c5-424a-9711-8e75adeaed01;2024-03-22 21:50:00;Гугл;;False;;
2362314a-be57-4d7a-83be-ccb6a44d1f7c;1;461f8a95-7977-42c1-88df-502e0ba5a3be;2024-03-22 21:50:00;Опера;Десктоп;;44;
9e95dc9d-e4b2-438d-b75d-b7ddf1c68b7d;2;461f8a95-7977-42c1-88df-502e0ba5a3be;2024-03-22 21:50:00;Яндекс;;False;;
fec2f91e-7e58-4e5b-97d7-b3b6060198c2;1;e230825c-1526-47fa-aeec-416155407a05;2024-03-22 21:50:00;Инстаграмм;Планшет;;75;
65c870d1-8ca6-4e53-ba71-2e29184aa30e;1;4bd99111-985d-4c76-b9fa-9229495d9e1c;2024-03-22 21:50:00;Опера;Телефон;;41;
26ddebff-3796-4ecb-8e26-7b72296d664c;1;449c7c40-a32b-45da-8c26-b9f94ef8b94b;2024-03-22 21:50:00;Инстаграмм;Планшет;;94;
3f561e40-4c64-4790-a521-6665959ccf40;2;449c7c40-a32b-45da-8c26-b9f94ef8b94b;2024-03-22 21:50:00;Фейсбук;;True;;
ddc313f3-a2f8-43e1-a93b-07f62764c843;3;449c7c40-a32b-45da-8c26-b9f94ef8b94b;2024-03-22 21:50:00;;;;;7397016
5f7d0b30-2515-4897-a7dc-7b640c9882c6;4;449c7c40-a32b-45da-8c26-b9f94ef8b94b;2024-03-22 21:50:00;;;;;3504154
1dab46a2-7a6a-4871-9fce-1e71a1d69281;1;dc6f62e4-4d4f-4056-aec5-9a561c31cbc8;2024-03-22 21:50:00;Яндекс;Десктоп;;44;
a56632db-2306-4860-9cb9-bdc48dc3c3c3;1;e1640925-8189-420e-afb6-ac50a9bb2880;2024-03-22 21:50:00;Опера;Десктоп;;54;
488e29be-bf1f-40f9-bb7e-69b733e4c9f1;2;e1640925-8189-420e-afb6-ac50a9bb2880;2024-03-22 21:50:00;Фейсбук;;True;;
4adcf6cd-a1f4-4e2a-be7d-de81444f79af;3;e1640925-8189-420e-afb6-ac50a9bb2880;2024-03-22 21:50:00;;;;;7915952
8e203553-bf11-4eda-8f12-5a1939ec2a73;4;e1640925-8189-420e-afb6-ac50a9bb2880;2024-03-22 21:50:00;;;;;7868777
e6433d75-c99a-4936-96dd-ac1f65dcc9dd;1;8781e4c3-61db-446b-a1e2-ccc44061642e;2024-03-22 21:50:00;Фейсбук;Телефон;;16;
4f7caad1-8713-4b5c-9e7f-61a74679fba4;2;8781e4c3-61db-446b-a1e2-ccc44061642e;2024-03-22 21:50:00;Инстаграмм;;True;;
e65d26e5-354c-4f44-816d-99a0a3c9514c;3;8781e4c3-61db-446b-a1e2-ccc44061642e;2024-03-22 21:50:00;;;;;9476742
701c0bb2-48aa-4efe-8cb7-d74105d9f297;1;08a4b9a4-e6b4-4835-9bca-17fcb838adf4;2024-03-22 21:50:00;Фейсбук;Планшет;;38;
1d9cc8d8-e0df-4e50-b1da-0a87d9d244a4;2;08a4b9a4-e6b4-4835-9bca-17fcb838adf4;2024-03-22 21:50:00;Гугл;;False;;
86981bd3-8844-4f5c-b368-952c9a794171;1;6ccca710-a08f-4b56-a244-47faa759d6d7;2024-03-22 21:50:00;Фейсбук;Планшет;;96;
1113d41c-3ad3-4500-8bd4-38e9236cf5f7;2;6ccca710-a08f-4b56-a244-47faa759d6d7;2024-03-22 21:50:00;Яндекс;;False;;
fea29a41-8100-40e5-91ee-9d1d19bc41e4;1;beefcfb5-f16d-474f-8887-fe7cdea1d7a4;2024-03-22 21:50:00;Инстаграмм;Планшет;;10;
895ad399-fe9a-4526-b370-bccde0c5bf0f;2;beefcfb5-f16d-474f-8887-fe7cdea1d7a4;2024-03-22 21:50:00;Фейсбук;;True;;
1cdffcff-a325-4662-84f4-26961e6782df;3;beefcfb5-f16d-474f-8887-fe7cdea1d7a4;2024-03-22 21:50:00;;;;;571212
6d737b2c-e8ce-4014-b088-7db2fe6c1963;1;902a287e-8a77-476e-b8ce-4929be067259;2024-03-22 21:50:00;Опера;Планшет;;26;
75805711-ebf1-4251-aaa4-0d05d25c1f1a;2;902a287e-8a77-476e-b8ce-4929be067259;2024-03-22 21:50:00;Инстаграмм;;True;;
1d0869aa-90c6-4bf4-adf8-1c7136b192bd;3;902a287e-8a77-476e-b8ce-4929be067259;2024-03-22 21:50:00;;;;;4946520
3cd4a71e-191a-4ba6-a252-8bf222349416;4;902a287e-8a77-476e-b8ce-4929be067259;2024-03-22 21:50:00;;;;;8957740
2d581f7b-bf04-4388-a023-bd72aa6c3b9a;1;5f7c7e0c-1efa-4888-9be5-ca000320337a;2024-03-22 21:50:00;Фейсбук;Телефон;;55;
264bfb5f-f091-4b05-a072-020ec5e59eb1;2;5f7c7e0c-1efa-4888-9be5-ca000320337a;2024-03-22 21:50:00;Фейсбук;;True;;
84c7328f-162c-4c90-aa05-cf1e3b1f5b6a;3;5f7c7e0c-1efa-4888-9be5-ca000320337a;2024-03-22 21:50:00;;;;;1243011
e3c34a73-6b78-4174-b674-c764a716e7fd;4;5f7c7e0c-1efa-4888-9be5-ca000320337a;2024-03-22 21:50:00;;;;;6588029
7672ff7d-6bf4-4e5d-b0d2-cc450bb94741;1;aa1c2b1c-339f-47b0-bbfe-3234347bdb75;2024-03-22 21:50:00;Фейсбук;Телефон;;25;
41ef6480-4bb9-4e53-b37f-9bd7d582199e;2;aa1c2b1c-339f-47b0-bbfe-3234347bdb75;2024-03-22 21:50:00;Опера;;False;;
3ca0756c-2d80-46b8-80f5-95482da1d997;1;df1f96a4-01b8-45f1-b969-5584e70d6d20;2024-03-22 21:50:00;Гугл;Телефон;;5;
ee9add91-2a64-448c-aa48-528de216c02e;2;df1f96a4-01b8-45f1-b969-5584e70d6d20;2024-03-22 21:50:00;Инстаграмм;;True;;
4a7ff5cc-f691-4fb4-84ce-eb24aee6bdc7;3;df1f96a4-01b8-45f1-b969-5584e70d6d20;2024-03-22 21:50:00;;;;;7969433
b96f35f3-85d5-4abb-a450-de334acabb5e;1;9461f28d-dae8-4b30-9511-ba611d342650;2024-03-22 21:50:00;Опера;Планшет;;76;
56c971e7-cea7-427b-8454-e6035f4a07d1;2;9461f28d-dae8-4b30-9511-ba611d342650;2024-03-22 21:50:00;Опера;;False;;
f05c2d2f-03f4-4494-ae3a-edf5009ef055;1;cfeee52c-8265-4e62-992e-00f4535b17c7;2024-03-22 21:50:00;Фейсбук;Планшет;;63;
32e39413-eb46-45ea-b597-6c3711bd16b5;2;cfeee52c-8265-4e62-992e-00f4535b17c7;2024-03-22 21:50:00;Гугл;;True;;
94a386af-3313-4922-ab58-11d8bdd7283f;3;cfeee52c-8265-4e62-992e-00f4535b17c7;2024-03-22 21:50:00;;;;;1462465
b0231f8a-aaf9-4256-8fef-61594678f35e;1;add980b7-dfc5-4f9e-bb3d-96ad89dcd85c;2024-03-22 21:50:00;Фейсбук;Десктоп;;99;
21ac4542-242c-4d49-a8d9-be716a2817cd;2;add980b7-dfc5-4f9e-bb3d-96ad89dcd85c;2024-03-22 21:50:00;Опера;;True;;
afa9828d-cde9-4c11-80c0-5fd934ccd8f0;3;add980b7-dfc5-4f9e-bb3d-96ad89dcd85c;2024-03-22 21:50:00;;;;;3829289
80ec5395-c03f-4b89-892e-f709568b450b;4;add980b7-dfc5-4f9e-bb3d-96ad89dcd85c;2024-03-22 21:50:00;;;;;545808
4e1a07d2-063f-4d11-91f8-b8a4b556ce2b;1;cf952124-35bd-4f56-86d5-dac9131c6ee3;2024-03-22 21:50:00;Яндекс;Телефон;;56;
e7ed8cbe-45c3-44b6-b02d-413cc83bb278;2;cf952124-35bd-4f56-86d5-dac9131c6ee3;2024-03-22 21:50:00;Опера;;False;;
3e569a4c-8336-413c-93bf-12d3c145a16e;1;c56fafc6-255c-4673-8240-22490fbb5b43;2024-03-22 21:50:00;Гугл;Телефон;;35;
931fa550-6e8c-4634-8cc9-7a15366910f6;2;c56fafc6-255c-4673-8240-22490fbb5b43;2024-03-22 21:50:00;Яндекс;;True;;
d1ad5e89-e8c7-46e2-b0a3-4ea9aa6541e9;3;c56fafc6-255c-4673-8240-22490fbb5b43;2024-03-22 21:50:00;;;;;1415719
0ad89f01-311b-4bb2-b4b4-a92ec433b743;4;c56fafc6-255c-4673-8240-22490fbb5b43;2024-03-22 21:50:00;;;;;3525306
96314973-c9c7-401e-96a5-ff4d38b34b55;1;30273ac7-8874-4097-ba1f-84ff598af942;2024-03-22 21:50:00;Яндекс;Телефон;;25;
